idOperation,operationName,operationDuration,successors,resourceType,SP,requiredResourceUnits,consumption,idTurnaround,SIBT/TIBT,SOBT/TOBT,idStand
503,cleaning cabin,15,509,2,2,1,0,56,90,142,64
504,catering,20,509,3,2,1,50,56,90,142,64
505,fuelling,13,509,4,5,1,60,56,90,142,64
506,change water,6,510,5,5,1,20,56,90,142,64
507,toilet services,19,510,6,1,1,40,56,90,142,64
508,loading baggage,16,510,1,5,1,0,56,90,142,64
509,boarding,11,510,0,5,0,0,56,90,142,64
510,push-back,4,,7,4,1,0,56,90,142,64
511,deboarding,13,"513,514,515",0,5,0,0,57,95,121,95
512,unloading baggage,20,518,1,5,1,0,57,95,121,95
513,cleaning cabin,13,519,2,4,1,0,57,95,121,95
514,catering,23,519,3,4,1,70,57,95,121,95
515,fuelling,14,519,4,5,1,70,57,95,121,95
516,change water,9,520,5,3,1,80,57,95,121,95
517,toilet services,7,520,6,5,1,20,57,95,121,95
518,loading baggage,17,520,1,5,1,0,57,95,121,95
519,boarding,21,520,0,5,0,0,57,95,121,95
520,push-back,4,,7,3,1,0,57,95,121,95
521,deboarding,11,"523,524,525",0,5,0,0,58,95,121,114
522,unloading baggage,25,528,1,5,1,0,58,95,121,114
523,cleaning cabin,12,529,2,3,1,0,58,95,121,114
524,catering,21,529,3,3,1,70,58,95,121,114
525,fuelling,17,529,4,4,1,90,58,95,121,114
526,change water,10,530,5,5,1,80,58,95,121,114
527,toilet services,13,530,6,2,1,30,58,95,121,114
528,loading baggage,12,530,1,5,1,0,58,95,121,114
529,boarding,23,530,0,5,0,0,58,95,121,114
530,push-back,4,,7,5,1,0,58,95,121,114
531,deboarding,14,"533,534,535",0,3,0,0,59,95,147,213
532,unloading baggage,8,538,1,3,1,0,59,95,147,213
533,cleaning cabin,11,539,2,3,1,0,59,95,147,213
534,catering,22,539,3,4,1,70,59,95,147,213
535,fuelling,12,539,4,3,1,60,59,95,147,213
536,change water,7,540,5,4,1,40,59,95,147,213
537,toilet services,18,540,6,5,1,40,59,95,147,213
538,loading baggage,20,540,1,3,1,0,59,95,147,213
539,boarding,14,540,1,3,0,0,59,95,147,213
540,push-back,4,,7,1,1,0,59,95,147,213
541,deboarding,6,"543,544,545",1,5,0,0,60,95,123,91
542,unloading baggage,8,546,1,5,1,0,60,95,123,91
543,cleaning cabin,8,547,2,5,1,0,60,95,123,91
544,catering,9,547,3,4,1,30,60,95,123,91
545,fuelling,8,547,4,4,1,30,60,95,123,91
546,loading baggage,9,548,1,5,1,0,60,95,123,91
547,boarding,8,548,0,5,0,0,60,95,123,91
548,push-back,4,,7,4,1,0,60,95,123,91
549,deboarding,16,"551,552,553",0,1,0,0,61,100,152,146
550,unloading baggage,13,556,1,1,1,0,61,100,152,146
551,cleaning cabin,16,557,2,4,1,0,61,100,152,146
552,catering,21,557,3,5,1,70,61,100,152,146
553,fuelling,13,557,4,5,1,60,61,100,152,146
554,change water,10,558,5,5,1,80,61,100,152,146
555,toilet services,15,558,6,3,1,30,61,100,152,146
556,loading baggage,17,558,1,1,1,0,61,100,152,146
557,boarding,11,558,0,1,0,0,61,100,152,146
558,push-back,4,,7,5,1,0,61,100,152,146
559,deboarding,7,"561,562,563",0,5,0,0,62,105,133,126
560,unloading baggage,8,564,1,5,1,0,62,105,133,126
561,cleaning cabin,9,565,2,2,1,0,62,105,133,126
562,catering,7,565,3,5,1,20,62,105,133,126
563,fuelling,8,565,4,4,1,30,62,105,133,126
564,loading baggage,8,566,1,5,1,0,62,105,133,126
565,boarding,9,566,0,5,0,0,62,105,133,126
566,push-back,4,,7,3,1,0,62,105,133,126
567,deboarding,12,"569,570,571",0,4,0,0,63,105,131,148
568,unloading baggage,25,574,1,4,1,0,63,105,131,148
569,cleaning cabin,16,575,2,5,1,0,63,105,131,148
570,catering,18,575,3,5,1,50,63,105,131,148
571,fuelling,15,575,4,5,1,70,63,105,131,148
572,change water,11,576,5,5,1,80,63,105,131,148
573,toilet services,7,576,6,3,1,20,63,105,131,148
574,loading baggage,15,576,1,4,1,0,63,105,131,148
575,boarding,18,576,0,0,0,0,63,105,131,148
576,push-back,4,,7,4,1,0,63,105,131,148
577,deboarding,8,"579,580,581",0,5,0,0,64,115,143,59
578,unloading baggage,7,582,1,5,1,0,64,115,143,59
579,cleaning cabin,7,583,2,4,1,0,64,115,143,59
580,catering,8,583,3,5,1,30,64,115,143,59
581,fuelling,7,583,4,5,1,30,64,115,143,59
582,loading baggage,9,584,1,5,1,0,64,115,143,59
583,boarding,9,584,0,5,0,0,64,115,143,59
584,push-back,4,,7,4,1,0,64,115,143,59
585,deboarding,7,"587,588,589",0,3,0,0,65,120,148,231
586,unloading baggage baggage,8,590,1,3,1,0,65,120,148,231
587,cleaning cabin,7,591,2,5,1,0,65,120,148,231
588,catering,8,591,3,5,1,30,65,120,148,231
589,fuelling,9,591,4,3,1,30,65,120,148,231
590,loading baggage,9,592,1,3,1,0,65,120,148,231
591,boarding,8,592,0,3,0,0,65,120,148,231
592,push-back,4,,7,3,1,0,120,148,231,
