idOperation,operationName,operationDuration,successors,resourceType,SP,requiredResourceUnits,consumption,idTurnaround,SIBT/TIBT,SOBT/TOBT,idStand
503,deboarding,8,"505,506,507",0,3,0,0,57,100,129,228
504,unloading baggage,9,508,1,3,1,0,57,100,129,228
505,cleaning cabin,11,509,2,5,1,0,57,100,129,228
506,catering,12,509,3,5,1,30,57,100,129,228
507,fuelling,8,509,4,3,1,30,57,100,129,228
508,loading baggage,12,510,1,3,1,0,57,100,129,228
509,boarding,10,510,0,3,0,0,57,100,129,228
510,push-back,4,,7,5,1,0,57,100,129,228
511,deboarding,11,"513,514,515",0,5,0,0,58,105,157,235
512,unloading baggage,11,518,1,5,1,0,58,105,157,235
513,cleaning cabin,12,519,2,4,1,0,58,105,157,235
514,catering,20,519,3,1,1,70,58,105,157,235
515,fuelling,12,519,4,2,1,70,58,105,157,235
516,change water,9,520,5,3,1,60,58,105,157,235
517,toilet services,21,520,6,5,1,40,58,105,157,235
518,loading baggage,18,520,1,5,1,0,58,105,157,235
519,boarding,17,520,0,5,0,0,58,105,157,235
520,push-back,4,,7,5,1,0,58,105,157,235
521,deboarding,7,"523,524,525",0,1,0,0,59,110,136,177
522,unloading baggage,20,528,1,1,1,0,59,110,136,177
523,cleaning cabin,20,529,2,4,1,0,59,110,136,177
524,catering,23,529,3,2,1,70,59,110,136,177
525,fuelling,12,529,4,5,1,70,59,110,136,177
526,change water,11,530,5,4,1,80,59,110,136,177
527,toilet services,12,530,6,2,1,30,59,110,136,177
528,loading baggage,16,530,1,1,1,0,59,110,136,177
529,boarding,24,530,0,1,0,0,59,110,136,177
530,push-back,4,,7,4,1,0,59,110,136,177
531,deboarding,13,"533,534,535",0,4,0,0,60,110,136,147
532,unloading baggage,24,538,1,4,1,0,60,110,136,147
533,cleaning cabin,14,539,2,1,1,0,60,110,136,147
534,catering,22,539,3,3,1,70,60,110,136,147
535,fuelling,18,539,4,5,1,90,60,110,136,147
536,change water,5,540,5,3,1,40,60,110,136,147
537,toilet services,13,540,6,3,1,30,60,110,136,147
538,loading baggage,17,540,1,4,1,0,60,110,136,147
539,boarding,24,540,0,4,0,0,60,110,136,147
540,push-back,4,,7,1,1,0,60,110,136,147
541,deboarding,7,"543,544,545",0,3,0,0,61,110,138,185
542,unloading baggage,9,546,1,3,1,0,61,110,138,185
543,cleaning cabin,8,547,2,5,1,0,61,110,138,185
544,catering,9,547,3,2,1,30,61,110,138,185
545,fuelling,7,547,4,1,1,30,61,110,138,185
546,loading baggage,9,548,1,3,1,0,61,110,138,185
547,boarding,8,548,0,3,0,0,61,110,138,185
548,push-back,4,,7,2,1,0,61,110,138,185
549,deboarding,12,"551,552,553",0,2,0,0,62,115,167,249
550,unloading baggage,10,556,1,2,1,0,62,115,167,249
551,cleaning cabin,12,557,2,2,1,0,62,115,167,249
552,catering,18,557,3,4,1,50,62,115,167,249
553,fuelling,13,557,4,1,1,70,62,115,167,249
554,change water,12,558,5,3,1,80,62,115,167,249
555,toilet services,16,558,6,1,1,30,62,115,167,249
556,loading baggage,16,558,1,2,1,0,62,115,167,249
557,boarding,16,558,0,2,0,0,62,115,167,249
558,push-back,4,,7,2,1,0,62,115,167,249
559,deboarding,7,"561,562,563",0,3,0,0,63,115,143,121
560,unloading baggage,8,564,1,3,1,0,63,115,143,121
561,cleaning cabin,9,565,2,4,1,0,63,115,143,121
562,catering,7,565,3,3,1,20,63,115,143,121
563,fuelling,9,565,4,5,1,30,63,115,143,121
564,loading baggage,8,566,1,3,1,0,63,115,143,121
565,boarding,8,566,0,3,0,0,63,115,143,121
566,push-back,4,,7,4,1,0,63,115,143,121
567,deboarding,8,"569,570,571",0,4,0,0,64,115,141,111
568,unloading baggage,21,574,1,4,1,0,64,115,141,111
569,cleaning cabin,14,575,2,3,1,0,64,115,141,111
570,catering,19,575,3,3,1,50,64,115,141,111
571,fuelling,12,575,4,4,1,70,64,115,141,111
572,change water,11,576,5,5,1,80,64,115,141,111
573,toilet services,8,576,6,4,1,20,64,115,141,111
574,loading baggage,13,576,1,4,1,0,64,115,141,111
575,boarding,24,576,0,4,0,0,64,115,141,111
576,push-back,4,,7,1,1,0,64,115,141,111
577,deboarding,8,"579,580,581",0,1,0,0,65,115,144,95
578,unloading baggage,9,582,1,1,1,0,65,115,144,95
579,cleaning cabin,12,583,2,1,1,0,65,115,144,95
580,catering,12,583,3,1,1,30,65,115,144,95
581,fuelling,8,583,4,2,1,30,65,115,144,95
582,loading baggage,11,584,1,1,1,0,65,115,144,95
583,boarding,10,584,0,1,0,0,65,115,144,95
584,push-back,4,,7,5,1,0,65,115,144,95
