idOperation,operationName,operationDuration,successors,resourceType,SP,requiredResourceUnits,consumption,idTurnaround,SIBT/TIBT,SOBT/TOBT,idStand
503,fuelling,7,505,4,3,1,30,56,80,108,243
504,loading baggage,9,506,1,1,1,0,56,80,108,243
505,boarding,8,506,0,1,0,0,56,80,108,243
506,push-back,4,,7,1,1,0,56,80,108,243
507,deboarding,7,"509,510,511",0,2,0,0,57,85,114,57
508,unloading baggage,10,512,1,2,1,0,57,85,114,57
509,cleaning cabin,12,513,2,5,1,0,57,85,114,57
510,catering,13,513,3,2,1,40,57,85,114,57
511,fuelling,8,513,4,1,1,30,57,85,114,57
512,loading baggage,12,514,1,2,1,0,57,85,114,57
513,boarding,9,514,0,2,0,0,57,85,114,57
514,push-back,4,,7,4,1,0,57,85,114,57
515,deboarding,8,"517,518,519",0,1,0,0,58,85,113,138
516,unloading baggage,9,520,1,1,1,0,58,85,113,138
517,cleaning cabin,7,521,2,3,1,0,58,85,113,138
518,catering,8,521,3,4,1,20,58,85,113,138
519,fuelling,9,521,4,5,1,30,58,85,113,138
520,loading baggage,10,522,1,1,1,0,58,85,113,138
521,boarding,9,522,0,1,0,0,58,85,113,138
522,push-back,4,,7,2,1,0,58,85,113,138
523,deboarding,8,"525,526,527",0,4,0,0,59,85,113,113
524,unloading baggage,8,528,1,4,1,0,59,85,113,113
525,cleaning cabin,7,529,2,1,1,0,59,85,113,113
526,catering,8,529,3,2,1,20,59,85,113,113
527,fuelling,8,529,4,3,1,30,59,85,113,113
528,loading baggage,8,530,1,4,1,0,59,85,113,113
529,boarding,8,530,0,4,0,0,59,85,113,113
530,push-back,4,,7,5,1,0,59,85,113,113
531,deboarding,8,"533,534,535",0,1,0,0,60,90,118,205
532,unloading baggage,9,536,1,1,1,0,60,90,118,205
533,cleaning cabin,7,537,2,2,1,0,60,90,118,205
534,catering,8,537,3,3,1,20,60,90,118,205
535,fuelling,8,537,4,5,1,30,60,90,118,205
536,loading baggage,8,538,1,1,1,0,60,90,118,205
537,boarding,7,538,0,1,0,0,60,90,118,205
538,push-back,4,,7,5,1,0,60,90,118,205
539,deboarding,9,"541,542,543",0,2,0,0,61,90,119,174
540,unloading baggage,10,544,1,2,1,0,61,90,119,174
541,cleaning cabin,12,545,2,4,1,0,61,90,119,174
542,catering,12,545,3,5,1,30,61,90,119,174
543,fuelling,9,545,4,4,1,30,61,90,119,174
544,loading baggage,13,546,1,2,1,0,61,90,119,174
545,boarding,9,546,0,2,0,0,61,90,119,174
546,push-back,4,,7,4,1,0,61,90,119,174
547,deboarding,6,"549,550,551",0,3,0,0,62,90,116,28
548,unloading baggage,22,554,1,3,1,0,62,90,116,28
549,cleaning cabin,12,555,2,2,1,0,62,90,116,28
550,catering,20,555,3,5,1,60,62,90,116,28
551,fuelling,12,555,4,5,1,50,62,90,116,28
552,change water,9,556,5,2,1,80,62,90,116,28
553,toilet services,10,556,6,1,1,20,62,90,116,28
554,loading baggage,14,556,1,3,1,0,62,90,116,28
555,boarding,20,556,0,3,0,0,62,90,116,28
556,push-back,4,,7,1,1,0,62,90,116,28
557,deboarding,13,"559,560,561",0,4,0,0,63,95,121,129
558,unloading baggage,20,564,1,4,1,0,63,95,121,129
559,cleaning cabin,20,565,2,5,1,0,63,95,121,129
560,catering,17,565,3,5,1,40,63,95,121,129
561,fuelling,12,565,4,2,1,50,63,95,121,129
562,change water,10,566,5,4,1,80,63,95,121,129
563,toilet services,11,566,6,3,1,20,63,95,121,129
564,loading baggage,15,566,1,4,1,0,63,95,121,129
565,boarding,25,566,0,4,0,0,63,95,121,129
566,push-back,4,,7,2,1,0,63,95,121,129
567,deboarding,14,"569,570,571",0,5,0,0,64,100,152,27
568,unloading baggage,10,574,1,5,1,0,64,100,152,27
569,cleaning cabin,14,575,2,2,1,0,64,100,152,27
570,catering,22,575,3,4,1,60,64,100,152,27
571,fuelling,13,575,4,5,1,40,64,100,152,27
572,change water,7,576,5,1,1,40,64,100,152,27
573,toilet services,20,576,6,4,1,40,64,100,152,27
574,loading baggage,16,576,1,5,1,0,64,100,152,27
575,boarding,14,576,0,5,0,0,64,100,152,27
576,push-back,4,,7,5,1,0,64,100,152,27
577,deboarding,7,"579,580,581",0,2,0,0,65,110,138,148
578,unloading baggage,7,582,1,2,1,0,65,110,138,148
579,cleaning cabin,9,583,2,4,1,0,65,110,138,148
580,catering,8,583,3,3,1,20,65,110,138,148
581,fuelling,7,583,4,5,1,30,65,110,138,148
582,loading baggage,8,584,1,2,1,0,65,110,138,148
583,boarding,9,584,0,2,0,0,65,110,138,148
584,push-back,4,,7,3,1,0,65,110,138,148
